Wall time,Step,Value
1714978094.0107296,5300,0.7954829931259155
1714978096.556812,5600,0.9789121150970459
1714978119.2700055,8200,0.8311778903007507
1714978139.809314,10500,0.9511881470680237
1714978204.5665452,17800,0.8277696967124939
1714978259.1891844,24000,0.6584073901176453
1714978263.661943,24500,0.5258883833885193
1714978282.1869109,26600,0.44274842739105225
1714978298.2603202,28400,0.5379488468170166
1714978328.9848955,31900,0.6561391949653625
1714978330.6726422,32100,0.38598689436912537
1714978337.7914667,32900,0.5292283892631531
1714978477.1661413,48500,0.45775163173675537
1714978532.276932,54700,0.3921579122543335
1714978570.1863296,59000,0.4943828284740448
1714978576.5732546,59700,0.5384805798530579
1714978618.990224,64500,0.6416600942611694
1714978630.3998332,65800,0.17355850338935852
1714978651.671499,68200,0.6596148014068604
1714978689.5781505,72500,0.5646007657051086
1714978696.6643713,73300,0.48858553171157837
1714978752.5618145,79600,0.47804155945777893
1714978767.593158,81300,0.5836919546127319
1714978773.000483,81900,0.6724971532821655
1714978798.8878777,84700,0.44203129410743713
1714978918.910987,98200,0.7536095380783081
1714978959.8719373,102500,0.6123470067977905
1714979006.1934357,107700,0.5946022272109985
1714979040.270914,111500,0.8444938063621521
1714979107.5859363,119100,0.5906500816345215
1714979179.7833643,127200,0.6910828948020935
1714979228.4425566,132700,0.4313550591468811
1714979231.2710788,133000,0.872006893157959
1714979243.5955029,134400,0.6069126129150391
1714979247.1668763,134800,0.5525854825973511
1714979289.8712156,139600,0.49415621161460876
1714979296.1728609,140300,0.3092106878757477
1714979335.191567,144700,0.5316110849380493
1714979361.800682,147700,0.44880756735801697
1714979412.3469763,153400,0.6147671937942505
1714979437.9991343,156300,0.4466332495212555
1714979452.4793565,157900,0.8276898860931396
1714979466.5982823,159500,0.6128626465797424
1714979562.388192,170200,0.6034008264541626
1714979601.2916012,174500,0.7966395616531372
1714979603.8707333,174800,0.6501913070678711
1714979700.2891068,185500,0.5000609159469604
1714979720.276472,187700,0.6044248342514038
1714979730.073892,188800,0.8826254606246948
1714979765.8140674,192800,0.8496692180633545
1714979783.3006349,194500,0.7014939785003662
1714979795.988871,195800,0.7487620711326599
1714979875.1926632,204700,0.6552361249923706
1714979928.1787717,210700,0.9210419058799744
1714980011.968896,219800,0.6978603601455688
1714980022.7005625,221000,0.6279467344284058
1714980051.0776267,224200,0.6989705562591553
1714980056.3767288,224800,0.5501316785812378
1714980081.5721595,227300,0.6130214929580688
1714980121.8876626,231800,0.42575889825820923
1714980194.7907062,240000,0.6977471113204956
1714980236.1981857,244700,0.5734895467758179
1714980251.4744008,246400,0.8232337236404419
1714980253.181272,246600,0.8803409934043884
1714980257.6849868,247100,0.9525852203369141
1714980279.7658563,249600,0.7582739591598511
1714980280.6676395,249700,0.9206649661064148
1714980291.366473,250900,0.8269920349121094
1714980295.897897,251400,0.6245782971382141
1714980321.9920583,254300,0.6759304404258728
1714980335.1735015,255800,0.420046329498291
1714980458.892507,269600,0.5262161493301392
1714980508.2768216,275100,0.7245831489562988
1714980711.29839,297800,0.9557015299797058
1714980776.091675,304900,0.6716635227203369
1714980778.6925938,305200,0.5080617070198059
1714980831.0820355,311000,0.7566583156585693
1714980885.9071505,317200,0.5568253397941589
1714980946.675012,324100,0.6877785325050354
1714980959.1699374,325500,1.049885630607605
1714980960.8985393,325700,0.6320360898971558
1714980961.7794383,325800,0.8150371313095093
1714981015.404461,331600,0.7670824527740479
1714981170.6820543,349100,0.870040774345398
1714981296.4832003,362900,0.7934411764144897
1714981298.1940632,363100,0.8488994836807251
1714981342.389574,368100,0.570825457572937
1714981405.0660655,375200,0.5435881614685059
