Wall time,Step,Value
1704789948.6909876,5220,-3.194444417953491
1704789952.6990404,5655,-3.3333332538604736
1704789988.7039402,9425,-3.0615384578704834
1704790020.9665241,12760,-3.1363637447357178
1704790108.960373,22040,-4.239999771118164
1704790121.2780638,23345,-4.099999904632568
1704790212.181257,32335,-2.6700000762939453
1704790219.2290452,33060,-2.309999942779541
1704790248.7541494,36105,-2.0199999809265137
1704790273.7381523,38715,-2.2100000381469727
1704790322.0520313,43790,-3.0799999237060547
1704790324.892259,44080,-3.2699999809265137
1704790335.9032438,45240,-4.119999885559082
1704790480.0358946,60175,-2.930000066757202
1704790534.2753975,65830,-2.7100000381469727
1704790553.4476497,67860,-3.25
1704790638.825721,76850,-3.7799999713897705
1704790676.1044176,80765,-4.78000020980835
1704790698.491267,83085,-4.360000133514404
1704790708.6655989,84100,-4.599999904632568
1704790775.7749515,91060,-5.53000020980835
1704790794.4151204,92945,-6.260000228881836
1704790814.0188117,94975,-5.730000019073486
1704790828.147922,96425,-5.579999923706055
1704790887.9419148,102660,-4.329999923706055
1704790899.3836534,103820,-3.950000047683716
1704790967.7135189,110925,-1.9800000190734863
1704790987.0802042,112955,-2.059999942779541
1704791010.8425195,115420,-1.7999999523162842
1704791018.9492762,116290,-1.850000023841858
1704791058.1562586,120350,-2.559999942779541
1704791212.3990135,136155,-3.3399999141693115
1704791248.9047873,139925,-4.050000190734863
1704791296.4927778,144855,-4.400000095367432
1704791309.473484,146160,-3.8499999046325684
1704791383.279841,153700,-2.0899999141693115
1704791436.6553564,159210,-1.659999966621399
1704791544.2833781,170230,-4.150000095367432
1704791658.4530246,181975,-2.5199999809265137
1704791736.1630082,189950,-1.4199999570846558
1704791740.3041117,190385,-1.559999942779541
1704791760.3909483,192415,-1.9800000190734863
1704791765.6483533,192995,-2.1600000858306885
1704791833.0776377,199955,-1.409999966621399
1704791842.8649123,200970,-1.8899999856948853
1704791905.7353966,207350,-2.4600000381469727
1704791948.1890974,211700,-3.440000057220459
1704792029.6172767,219965,-2.7100000381469727
1704792071.2452872,224170,-3.490000009536743
1704792093.626028,226490,-4.119999885559082
1704792116.162005,228810,-3.140000104904175
1704792194.9387612,236930,-4.409999847412109
1704792267.0035398,244325,-4.880000114440918
1704792292.6696568,246935,-4.400000095367432
1704792305.0852833,248240,-5.110000133514404
1704792326.260891,250270,-5.159999847412109
1704792329.0255883,250560,-5.130000114440918
1704792333.0505881,250995,-4.869999885559082
1704792396.2666395,257375,-3.799999952316284
1704792490.240925,266510,-3.7200000286102295
1704792502.7543938,267815,-3.5799999237060547
1704792521.3403883,269700,-3.640000104904175
1704792525.3893633,270135,-4.0
1704792536.2848418,271295,-4.139999866485596
1704792592.5438955,277095,-3.700000047683716
1704792616.8080149,279560,-3.4000000953674316
1704792635.248436,281445,-4.159999847412109
1704792712.017997,289275,-3.8499999046325684
1704792761.8111255,294350,-4.400000095367432
1704792819.0962245,300295,-4.659999847412109
1704792845.7320619,303050,-4.409999847412109
1704792973.4738586,316245,-1.7699999809265137
1704792990.1721401,317985,-2.1700000762939453
1704793007.2379491,319725,-2.9100000858306885
1704793035.0378985,322625,-3.2200000286102295
1704793043.0473225,323495,-3.3399999141693115
1704793073.6533477,326395,-3.740000009536743
1704793080.9572327,327120,-4.170000076293945
1704793144.127626,333645,-4.019999980926514
1704793160.7179494,335385,-4.130000114440918
1704793209.6059582,340460,-3.049999952316284
1704793258.410122,345535,-3.7300000190734863
1704793259.5092494,345680,-3.7799999713897705
1704793326.9780498,352350,-4.170000076293945
1704793351.9591331,354815,-3.990000009536743
1704793354.8436685,355105,-3.740000009536743
1704793361.6499927,355830,-3.9100000858306885
1704793396.458949,359455,-3.680000066757202
1704793397.9930978,359600,-3.690000057220459
1704793414.6842685,361340,-3.369999885559082
1704793421.6105971,362065,-3.2100000381469727
1704793463.3947928,366270,-3.0299999713897705
1704793484.6331859,368445,-2.450000047683716
1704793493.2040997,369315,-2.3399999141693115
1704793681.7151406,388455,-0.9900000095367432
1704793759.767231,396430,-2.2100000381469727
1704793779.3197813,398460,-2.4200000762939453
1704793828.4897788,403535,-2.140000104904175
1704793979.1137934,419050,-0.8100000023841858
1704794081.8553834,429345,0.9700000286102295
1704794143.941068,435725,1.5800000429153442
1704794181.7723267,439640,2.4800000190734863
1704794185.7749188,440075,2.75
1704794269.6648464,448485,0.6100000143051147
1704794357.2915146,457475,-0.7599999904632568
1704794407.2115633,462550,-0.05000000074505806
1704794455.4243045,467480,1.2899999618530273
1704794476.5105793,469510,1.559999942779541
1704794479.397263,469800,1.9299999475479126
1704794480.6892939,469945,2.049999952316284
1704794563.0019476,478355,-0.23999999463558197
1704794709.2241902,493290,-0.10000000149011612
1704794767.6950755,499235,-0.10000000149011612
1704794812.2039168,503730,0.0
1704794982.9921465,521130,-1.659999966621399
1704795008.712733,523740,-0.8799999952316284
1704795011.5454102,524030,-0.5199999809265137
1704795082.0981786,531280,0.23999999463558197
1704795162.8994246,539400,0.49000000953674316
1704795183.7268646,541575,-0.05000000074505806
1704795257.309177,549115,0.3199999928474426
1704795285.9591475,552160,-0.1899999976158142
1704795295.6660953,553175,0.3799999952316284
1704795447.0798676,568690,4.0
1704795486.846842,572750,4.0
1704795527.2511415,576810,3.75
1704795601.133295,584350,4.269999980926514
1704795689.6069715,593340,3.390000104904175
1704795705.183006,594935,3.450000047683716
1704795831.0682359,607550,3.3299999237060547
1704795839.7182653,608420,3.190000057220459
1704795876.7526417,612045,2.630000114440918
1704795883.854863,612770,2.6700000762939453
1704795927.8692904,617265,3.680000066757202
1704795986.5348995,623210,3.009999990463257
1704796004.4276123,625095,2.990000009536743
1704796007.24077,625385,2.9700000286102295
1704796120.7948196,637130,3.6700000762939453
1704796252.4595013,650470,4.510000228881836
1704796276.9803355,652935,4.519999980926514
1704796306.2806337,655980,5.019999980926514
1704796444.741576,670190,8.220000267028809
1704796495.7551527,675410,7.840000152587891
1704796501.0168622,675990,7.619999885559082
1704796512.445584,677150,7.269999980926514
1704796618.3727288,687880,6.960000038146973
1704796671.9762309,693390,8.630000114440918
1704796691.9931917,695420,8.989999771118164
1704796745.7055318,700930,10.399999618530273
1704796763.2342825,702670,10.399999618530273
